"","year","id","imdb_id","title","rating"
"1",1888,8040,"0392728","Roundhay Garden Scene",0
"2",1892,5433,"0000003","Pauvre Pierrot",0
"3",1895,6200,"0132134","The Execution of Mary, Queen of Scots",0
"4",1895,5444,"0000014","Tables Turned on the Gardener",0
"5",1896,5406,"0000131","Une nuit terrible",0
"6",1896,5445,"0223341","La fee aux choux",0
"7",1896,6199,"0000012","The Arrival of a Train",0
"8",1896,4982,"0000091","The House of the Devil",0
"9",1897,9328,"0000041","Bataille de neige",0
"10",1898,4978,"0135696","Four Heads Are Better Than One",0
"11",1898,5411,"0224240","The Temptation of St. Anthony",0
"12",1898,5410,"0000211","The Astronomer&#39;s Dream; or Man in the Moon, The",0
"13",1899,5914,"0000230","Cinderella",3
"14",1899,4994,"0000246","A Turn of the Century Illusionist",0
"15",1900,5438,"0000313","Let Me Dream Again",0
"16",1900,4346,"0000306","Hamlet ( Le Duel d’Hamlet)",0
"17",1900,1594,"0291476","Sherlock Holmes Baffled",0
"18",1900,4993,"0135453","The One-Man Band",0
"19",1900,5069,"0377995","Grandma Threading Her Needle",0
"20",1900,4271,"0000300","The Enchanted Drawing",0
"21",1900,5072,"0230746","Searching Ruins on Broadway, Galveston, for Dead Bodies",0
"22",1900,4345,"0257654","Explosion of a Motor Car (a.k.a The Dlights of Automobiling)",0
"23",1900,4344,"0000272","As Seen Through A Telescope (a.k.a The Professor and His Field Glass)",0
"24",1900,5446,"0227438","The Doctor and the Monkey",0
"25",1900,4343,"0000304","Grandma’s Reading Glass",0
"26",1901,5437,"0258104","Reve et realite",0
"27",1901,4995,"0000359","L’homme a la tete en caoutchouc",0
"28",1901,5500,"0131934","Bluebeard",0
"29",1902,1252,"0000417","Le voyage dans la lune",0
"30",1902,5443,"0000413","Mephistopheles’ School of Magic",0
"31",1902,5432,"0367177","The Twentieth Century Tramp; or, Happy Hooligan and His Airship",0
"32",1902,5431,"0229024","Gulliver’s Travels",0
"33",1903,1319,"0000439","The Great Train Robbery",0
"34",1903,5064,"0223755","The Monster",0
"35",1903,5683,"0189498","The Enchanted Well",0
"36",1903,5063,"0000455","The Music Lover",0
"37",1903,5002,"0135180","The Infernal Boiling Pot",0
"38",1904,5601,"0135631","The Untamable Whiskers",0
"39",1904,5224,"0215664","The Cook in Trouble",0
"40",1904,5404,"0135179","The Living Playing Cards",0
"41",1904,6135,"0000499","Le voyage a travers l’impossible",0
"42",1905,5003,"0135690","The Scheming Gambler&#39;s Paradise",0
"43",1905,5602,"0215575","The Black Imp",0
"44",1906,1349,"0000574","The Story of the Kelly Gang",1
"45",1906,5684,"0000567","The 400 Tricks of the Devil",0
"46",1906,7215,"1260944","The Consequence of Feminism",0
"47",1906,5603,"0135122","The Hilarious Posters",0
"48",1906,6206,"0449172","A Funny Shave",0
"49",1906,5435,"0000554","Humorous Phases of Funny Faces",0
"50",1906,5024,"0216016","The Mysterious Retort",0
"51",1907,5615,"0215817","Good Glue Sticks",0
"52",1907,5223,"0215737","The Eclipse: Courtship of the Sun and Moon",0
"53",1908,6231,"1802750","Unusual Cooking",0
"54",1909,6211,"0277596","Le barometre de la fidelite",1
"55",1909,4409,"0001009","The Princess Nicotine; or Smoke Fairy",2
"56",1909,5635,"0127948","The Devilish Tenant",0
"57",1910,5685,"1515725","A Trip to Mars",0
"58",1910,1464,"0232821","Tilly the Tomboy Visits the Poor",3
"59",1910,4983,"0486978","Mobilier fidele",0
"60",1912,2003,"0002101","Cleopatra",2
"61",1912,5357,"0277865","Max and the Donkey",0
"62",1912,2005,"0002281","The Invaders",0
"63",1913,5364,"0003512","The Voyage of the Bourrichon Family",0
"64",1913,5915,"0003424","Suspense",0
"65",1914,4457,"0003973","A Florida Enchantment",2
"66",1915,1258,"0004972","The Birth of a Nation",2
"67",1916,2014,"0279914","Lady Windermere’s Fan",3
"68",1916,5368,"0007507","The Vagabond",0
"69",1916,7004,"0007361","Snow White",3
"70",1916,5944,"0006864","Intolerance: Love’s Struggle Throughout the Ages",0
"71",1916,2008,"0006745","Gretchen the Greenhorn",3
"72",1917,1981,"0008652","A Tale of Two Cities",3
"73",1917,2019,"0008489","Raffles, the Amateur Cracksman",2
"74",1917,1994,"0008443","The Poor Little Rich Girl",3
"75",1917,2015,"0008519","A Romance of the Redwoods",0
"76",1917,1993,"0008499","Rebecca of Sunnybrook Farm",3
"77",1918,1996,"0009682","Tarzan of the Apes",3
"78",1918,5441,"0008844","Are Crooks Dishonest?",0
"79",1918,7108,"0010281","Ich mochte kein Mann sein",3
"80",1918,2007,"0009652","Stella Maris",3
"81",1919,2588,"0009968","Broken Blossoms or The Yellow Man and the Girl",0
"82",1919,2018,"0010879","When the Clouds Roll by",3
"83",1920,5948,"0011870","Within Our Gates",3
"84",1920,1991,"0011588","Pollyanna",3
"85",1920,1306,"0010323","The Cabinet of Dr. Caligari",0
"86",1921,1263,"0012532","Orphans of the Storm",3
"87",1921,4204,"0011979","The Blot",3
"88",1921,3945,"0012349","The Kid",0
"89",1921,5898,"0012364","K&ouml;rkarlen (The Phantom Carriage)",2
"90",1922,1631,"0013496","The Phantom",2
"91",1922,1778,"0013428","Nathan der Weise",2
"92",1922,5361,"0012543","The Paleface",0
"93",1922,5967,"0013086","Dr. Mabuse, der Spieler - Ein Bild der Zeit",3
"94",1922,5958,"0013140","Foolish Wives",3
"95",1922,2001,"0013367","The Man from Beyond",1
"96",1922,1307,"0013442","Nosferatu, eine Symphonie des Grauens",2
"97",1922,3800,"0013257","H&auml;xan: Witchcraft Through the Ages",3
"98",1922,5901,"0013427","Nanook of the North",1
"99",1923,5949,"0014341","Our Hospitality",0
"100",1923,1967,"0014611","Why Worry?",0
"101",1923,1998,"0014469","The Silent Command",2
"102",1923,5888,"0013626","La souriante Madame Beudet",3
"103",1923,8947,"0014624","A Woman of Paris",2
"104",1923,1961,"0014429","Safety Last!",0
"105",1924,2413,"1764657","The Great White Silence",0
"106",1924,1960,"0015498","Wild Oranges",0
"107",1924,1337,"0015175","Die Nibelungen",2
"108",1924,2020,"0015116","Manhandled",3
"109",1924,2009,"0015163","The Navigator",0
"110",1924,2016,"0014945","Girl Shy",0
"111",1924,1264,"0015400","The Thief of Bagdad",0
"112",1924,2011,"0015324","Sherlock Jr.",0
"113",1924,8458,"0015881","Greed",3
"114",1924,1338,"0015174","Kriemhild’s Revenge",2
"115",1924,6209,"0013845","Help!",0
"116",1925,1309,"0015864","The Gold Rush",0
"117",1925,1978,"0015863","Go West",0
"118",1925,1305,"0016220","The Phantom of the Opera",2
"119",1925,5962,"0015624","The Big Parade",2
"120",1925,1308,"0015648","Battleship Potemkin",0
"121",1925,3077,"0016332","Seven Chances",0
"122",1925,2012,"0015841","The Freshman",0
"123",1925,5991,"0015361","Stachka",0
"124",1925,5514,"0016039","The Lost World",2
"125",1926,1334,"0017449","The Temptress",1
"126",1926,1966,"0016895","For Heaven’s Sake",0
"127",1926,5974,"0015532","Die Abenteuer des Prinzen Achmed",1
"128",1926,3217,"0017410","So’s Your Old Man",3
"129",1926,1310,"0017925","The General",0
"130",1926,1260,"0016884","Flesh and the Devil",1
"131",1927,1982,"0018199","Nevada",0
"132",1927,1964,"0018051","The Kid Brother",0
"133",1927,2010,"0018183","My Best Girl",3
"134",1927,1227,"0018033","It",3
"135",1927,7324,"0017825","Downhill [When Boys Leave Home]",1
"136",1927,1312,"0018192","Abel Gance’s Napoleon",2
"137",1927,5975,"0018037","The Jazz Singer",1
"138",1927,1311,"0018528","The Unknown",0
"139",1927,1632,"0018455","Sunrise: A Song of Two Humans",2
"140",1927,1267,"0017136","Metropolis",1
"141",1927,3118,"0018578","Wings",1
"142",1928,2021,"0019130","The Man Who Laughs",2
"143",1928,1971,"0019421","Steamboat Bill, Jr.",0
"144",1928,2017,"0019571","While the City Sleeps",2
"145",1928,5912,"0018806","The Crowd",1
"146",1928,2013,"0019258","The Patsy",3
"147",1928,1963,"0019412","Speedy",0
"148",1928,9314,"0019237","Our Dancing Daughters",2
"149",1928,1970,"0018742","The Cameraman",0
"150",1928,1977,"0018684","Beggars of Life",0
"151",1928,1980,"0018937","A Girl in Every Port",0
"152",1928,1314,"0019254","The Passion of Joan of Arc",0
"153",1928,5984,"0018839","The Docks of New York",2
"154",1928,1972,"0019304","The Racket",0
"155",1928,1979,"0019290","The Power of the Press",1
"156",1928,1968,"0018773","The Circus",0
"157",1929,3897,"0019760","Man with a Movie Camera",0
"158",1929,5979,"0019702","Blackmail",2
"159",1929,1953,"0019777","The Cocoanuts",2
"160",1929,8464,"0019729","Broadway Melody",3
"161",1929,6046,"0020286","Throw of the Dice",0
"162",1929,1962,"0020572","Welcome Danger",0
"163",1929,2324,"0018737","Pandora’s Box (Die B&uuml;chse der Pandora)",3
"164",1929,7287,"0021015","Juno and the Paycock [The Shame of Mary Boyle]",3
"165",1929,1313,"0020530","Un chien andalou",0
"166",1930,3713,"0021040","Ladies of Leisure",3
"167",1930,1316,"0020629","All Quiet on the Western Front",0
"168",1930,3871,"0021577","L’Age d&#39;Or",0
"169",1930,3865,"0021156","Morocco",1
"170",1930,1326,"0020641","Anna Christie",3
"171",1930,1315,"0020697","The Blue Angel",1
"172",1930,8463,"0020640","Animal Crackers",3
"173",1930,4253,"0020670","Be Yourself",2
"174",1930,6782,"0020668","The Bat Whispers",3
"175",1930,7291,"0021165","Murder!",3
"176",1930,3927,"0021148","Min and Bill",3
"177",1931,9095,"0022397","Skippy",3
"178",1931,1828,"0022000","Indiscreet",3
"179",1931,1327,"0020642","Anna Christie",3
"180",1931,6043,"0021079","Little Caesar",1
"181",1931,7294,"0022395","The Skin Game",3
"182",1931,1985,"0021814","Dracula",2
"183",1931,628,"0022183","M&auml;dchen in Uniform",3
"184",1931,6031,"0022599","A Nous la Liberte",1
"185",1931,610,"0022100","M",3
"186",1931,5934,"0022286","The Public Enemy",3
"187",1931,1974,"0022251","Pardon Us",0
"188",1931,1956,"0022054","The Last Flight",0
"189",1931,8467,"0021746","Cimarron",3
"190",1931,1333,"0023196","Mata Hari",3
"191",1931,6030,"0021739","La Chienne",3
"192",1931,1633,"0022458","Tabu: A Story of the South Seas",0
"193",1931,8213,"0021815","Dracula",3
"194",1931,7296,"0023395","Rich and Strange [East of Shanghai]",2
"195",1931,5741,"0021735","The Cheat",3
"196",1931,2705,"0021749","City Lights",3
"197",1931,4243,"0022074","The Smiling Lieutenant",2
"198",1931,8557,"0021985","Hyppolit a lakaj",1
"199",1931,9110,"0021730","The Champ",1
"200",1931,1317,"0021884","Frankenstein",1
"201",1931,2384,"0022158","Monkey Business",1
"202",1931,636,"0022208","Night Nurse",3
"203",1932,5783,"0022940","The Girl from Calgary",2
"204",1932,6990,"0022694","The Blue Light (Das Blaue Licht)",1
"205",1932,6051,"0023590","Three on a Match",3
"206",1932,7301,"0023285","Number 17",0
"207",1932,2383,"0023027","Horse Feathers",1
"208",1932,6852,"0023582","Thirteen Women",3
"209",1932,5742,"0023213","Merrily We Go to Hell",3
"210",1932,2550,"0023694","White Zombie",0
"211",1932,3844,"0024188","Island of Lost Souls",1
"212",1932,3659,"0022913","Freaks",2
"213",1932,3530,"0023634","I Was Born, But...",1
"214",1932,1318,"0023042","I Am a Fugitive from a Chain Gang",1
"215",1932,5929,"0023458","Shanghai Express",3
"216",1932,6176,"0023935","The Death Kiss",1
"217",1932,2767,"0022718","Boudu Saved from Drowning",1
"218",1932,3658,"0023238","The Most Dangerous Game",0
"219",1932,1983,"0022614","The Age of Consent",2
"220",1932,5910,"0023649","Vampyr",3
"221",1932,6063,"0023427","Scarface",1
"222",1932,1328,"0022958","Grand Hotel",3
"223",1932,4775,"0023293","The Old Dark House",3
"224",1932,6052,"0023158","Love Me Tonight",2
"225",1932,6092,"0023385","Red-Headed Woman",3
"226",1933,5185,"0023969","Duck Soup",1
"227",1933,7450,"0024184","The Invisible Man",1
"228",1933,5916,"0024069","Gold Diggers of 1933",3
"229",1933,6205,"0024432","The Peanut Vendor",0
"230",1933,8477,"0023876","Cavalcade",3
"231",1933,4335,"0024034","42nd Street",3
"232",1933,6193,"0024625","A Study in Scarlet",3
"233",1933,2229,"0024216","King Kong",0
"234",1933,7528,"0023775","Baby Face",3
"235",1933,1330,"0024481","Queen Christina",3
"236",1933,3210,"0024727","The Vampire Bat",3
"237",1933,1248,"0024473","The Private Life of Henry VIII.",1
"238",1933,5752,"0024679","Tomorrow at Seven",3
"239",1933,3188,"0023753","Alice in Wonderland",3
"240",1933,2231,"0024264","Little Women",3
"241",1933,8346,"0023940","Design for Living",1
"242",1933,6056,"0024008","Female",3
"243",1933,802,"0024028","Footlight Parade",3
"244",1933,5029,"0023932","Day of Reckoning",3
"245",1934,1270,"0024991","Cleopatra",1
"246",1934,8653,"0025543","Mystery Liner",0
"247",1934,4443,"0025822","Spitfire",3
"248",1934,621,"0025316","It Happened One Night",3
"249",1934,7304,"0025452","The Man Who Knew Too Much",3
"250",1934,1795,"0024844","L’atalante",0
"251",1934,4702,"0025465","Maniac",3
"252",1934,5523,"0025424","Lost in the Stratosphere",2
"253",1934,1329,"0025617","The Painted Veil",1
"254",1934,1325,"0025746","The Scarlet Empress",3
"255",1934,5821,"0025755","Search for Beauty",3
"256",1934,1969,"0025423","The Lost Patrol",0
"257",1934,7999,"0025301","Imitation of Life",3
"258",1934,1379,"0025586","Of Human Bondage",1
"259",1934,6772,"0025091","Evelyn Prentice",3
"260",1934,1246,"0025004","The Count of Monte Cristo",1
"261",1934,1324,"0024961","The Cat&#39;s-Paw",1
"262",1934,5319,"0024831","Anne of Green Gables",3
"263",1935,5750,"0026599","The Lady in Scarlet",2
"264",1935,2362,"0026942","Roberta",3
"265",1935,1685,"0026768","Naughty Marietta",3
"266",1935,3881,"0026778","A Night At The Opera",1
"267",1935,595,"0027125","Top Hat",2
"268",1935,1261,"0026071","Anna Karenina",2
"269",1935,1361,"0026752","Mutiny on the Bounty",1
"270",1935,2756,"0026667","Magnificent Obsession",3
"271",1935,3891,"0026138","The Bride of Frankenstein",3
"272",1935,5913,"0026939","The Riverside Murder",2
"273",1935,1242,"0026029","The 39 Steps",3
"274",1935,7998,"0026663","Mad Love",2
"275",1936,6096,"0027652","Fury",2
"276",1936,3560,"0027752","The Only Son",3
"277",1936,1360,"0028505","Wife vs. Secretary",2
"278",1936,4143,"0027407","Bullets or Ballots",3
"279",1936,7308,"0028231","Secret Agent",3
"280",1936,1323,"0027977","Modern Times",0
"281",1936,596,"0028333","Swing Time",1
"282",1936,2554,"0028174","Revolt of the Zombies",0
"283",1936,1992,"0027996","Mr. Deeds Goes to Town",3
"284",1936,5926,"0028212","Sabotage",3
"285",1936,6174,"0028000","Murder at Glen Athol",3
"286",1936,2699,"0027562","Earthworm Tractors",1
"287",1936,3280,"0028355","Theodora Goes Wild",3
"288",1936,1359,"0028216","San Francisco",1
"289",1936,4010,"0028092","Pennies from Heaven",3
"290",1936,3401,"0027698","The Great Ziegfeld",3
"291",1936,1237,"0027438","The Charge of the Light Brigade",1
"292",1936,3548,"0029207","The Mandarin Mystery",3
"293",1936,5852,"0028010","My Man Godfrey",2
"294",1936,1369,"0028096","The Petrified Forest",3
"295",1936,7227,"0028356","These Three",2
"296",1936,2853,"0028021","Osaka Elegy",3
"297",1936,7992,"0027545","Dracula’s Daughter",3
"298",1936,6210,"3427056","Il caso Valdemar",0
"299",1936,2363,"0027387","Born to Dance",3
"300",1936,4069,"0028203","Romeo and Juliet",3
"301",1936,3598,"0028683","Camille",3
"302",1937,5617,"0029565","Murder at the Baskervilles (Silver Blaze)",1
"303",1937,795,"0029608","Stella Dallas",3
"304",1937,8473,"0027552","Bizarre, Bizarre",3
"305",1937,3968,"0029322","Nothing Sacred",0
"306",1937,631,"0029604","Stage Door",3
"307",1937,1244,"0029087","Knight Without Armor",2
"308",1937,2382,"0028772","A Day at the Races",2
"309",1937,7877,"0029217","Marked Woman",3
"310",1937,1240,"0029442","The Prisoner of Zenda",1
"311",1937,1336,"0029162","Lost Horizon",2
"312",1937,6554,"0028597","The Awful Truth",3
"313",1937,1358,"0029377","Parnell",2
"314",1937,7317,"0029811","The Girl Was Young",3
"315",1937,1332,"0028739","Conquest",2
"316",1937,1976,"0029583","Snow White and the Seven Dwarfs",3
"317",1937,1335,"0029682","Topper",2
"318",1937,8478,"0029146","The Life of Emile Zola",1
"319",1937,5740,"0029453","Pepe le Moko",2
"320",1937,597,"0029546","Shall We Dance",1
"321",1937,4255,"0029192","Make Way for Tomorrow",3
"322",1938,2590,"0030473","Mr. Wong, Detective",1
"323",1938,1238,"0030044","The Dawn Patrol",0
"324",1938,1367,"0030287","Jezebel",2
"325",1938,2467,"0029942","Boys Town",0
"326",1938,7290,"0029870","Angels with Dirty Faces",1
"327",1938,6042,"0030127","The Baker&#39;s Wife",1
"328",1938,620,"0030341","The Lady Vanishes",3
"329",1938,994,"0030241","Holiday",3
"330",1938,3283,"0029929","Bluebeard’s Eighth Wife",2
"331",1938,4495,"0030396","The Mad Miss Manton",3
"332",1938,3400,"0029947","Bringing Up Baby",3
"333",1938,594,"0029971","Carefree",2
"334",1938,3103,"0029843","The Adventures of Robin Hood",2
"335",1938,3951,"0030149","Four Daughters",3
"336",1938,1378,"0030755","The Sisters",2
"337",1939,1385,"0031981","The Story of Alexander Graham Bell",2
"338",1939,593,"0031971","Stagecoach",3
"339",1939,9038,"0031593","Love Affair",3
"340",1939,2622,"0031680","Mr. Wong in Chinatown",1
"341",1939,1245,"0031385","Goodbye, Mr. Chips",2
"342",1939,1259,"0031725","Ninotchka",3
"343",1939,2851,"0031742","Of Mice and Men",1
"344",1939,1370,"0031210","Dark Victory",3
"345",1939,5634,"0031225","Destry Rides Again",3
"346",1939,2372,"0031060","At the Circus",2
"347",1939,1384,"0031252","Drums Along the Mohawk",2
"348",1939,3723,"0031066","Babes in Arms",3
"349",1939,174,"0032138","The Wizard of Oz",3
"350",1939,383,"0031235","Dodge City",2
"351",1939,3089,"0031885","The Rules of the Game",3
"352",1939,2086,"0031455","The Hunchback of Notre Dame",0
"353",1939,5763,"0031709","Nancy Drew... Reporter",3
"354",1939,5863,"0031022","The Adventures of Sherlock Holmes",3
"355",1939,588,"0032143","The Women",3
"356",1939,1973,"0031322","The Flying Deuces",0
"357",1939,1383,"0031507","Jesse James",2
"358",1939,8511,"0031397","Gulliver’s Travels",0
"359",1939,1239,"0032145","Wuthering Heights",2
"360",1939,8098,"0031514","Le jour se l&egrave;ve",2
"361",1939,7322,"0031505","Jamaica Inn",3
"362",1939,1368,"0031516","Juarez",2
"363",1939,1382,"0032155","Young Mr. Lincoln",2
"364",1939,5946,"0031679","Mr. Smith Goes to Washington",2
"365",1939,291,"0031381","Gone with the Wind",3
"366",1939,2555,"0031387","The Gorilla",3
"367",1939,1371,"0031826","Essex and Elizabeth",2
"368",1940,4943,"0032904","The Philadelphia Story",3
"369",1940,2678,"0033021","Santa Fe Trail",1
"370",1940,1356,"0032273","Boom Town",1
"371",1940,3033,"0032599","His Girl Friday",3
"372",1940,8480,"0032676","Knute Rockne All American",1
"373",1940,7311,"0032484","Foreign Correspondent",1
"374",1940,4257,"0032943","Pride and Prejudice",3
"375",1940,1366,"0032983","The Return of Frank James",0
"376",1940,1373,"0032194","All This, and Heaven Too",2
"377",1940,7861,"0033045","The Shop Around the Corner",3
"378",1940,1380,"0032701","The Letter",2
"379",1940,1387,"0032551","The Grapes of Wrath",3
"380",1940,3050,"0033028","The Sea Hawk",3
"381",1940,1355,"0032349","Comrade X",2
"382",1940,1265,"0033152","The Thief of Bagdad",0
"383",1940,1501,"0032811","The Mortal Storm",3
"384",1940,478,"0032910","Pinocchio",1
"385",1940,4363,"0032406","Chamber of Horrors / Door with the Seven Locks",2
"386",1940,5773,"0031359","Gaslight",3
"387",1940,5039,"0032455","Fantasia",0
"388",1940,2556,"0032215","The Ape",3
"389",1940,5320,"0032211","Anne Of Windy Poplars",3
"390",1940,4415,"0032376","Dance, Girl, Dance",3
"391",1940,4354,"0032946","Primrose Path",3
"392",1940,1357,"0033105","Strange Cargo",0
"393",1940,3470,"0032553","The Great Dictator",3
"394",1940,1975,"0032339","A Chump at Oxford",0
"395",1940,5802,"0032690","The Last Alarm",3
"396",1940,618,"0032976","Rebecca",3
"397",1941,6171,"0033928","Murder by Invitation",3
"398",1941,1266,"0033467","Citizen Kane",1
"399",1941,1941,"0033727","Mr. Bug Goes to Town",1
"400",1941,1230,"0033870","The Maltese Falcon",1
"401",1941,4359,"0034240","Sullivan’s Travels",3
"402",1941,8625,"0034241","Sun valley serenade",0
"403",1941,2436,"0034398","The Wolf Man",2
"404",1941,8983,"0033729","How Green Was My Valley",3
"405",1941,1372,"0033836","The Little Foxes",2
"406",1941,6318,"0033802","Ladies In Retirement",1
"407",1941,1512,"0034175","The Shanghai Gesture",3
"408",1941,1386,"0033804","The Lady Eve",2
"409",1941,9025,"0034091","The Reluctant Dragon",3
"410",1941,2910,"0033723","Hold That Ghost",3
"411",1941,2446,"0033459","Cheers for Miss Bishop",3
"412",1941,7329,"0034248","Suspicion",3
"413",1941,2468,"0033902","Men of Boys Town",1
"414",1941,2906,"0033436","Buck Privates",3
"415",1941,9192,"0033787","King of the Zombies",3
"416",1941,2410,"0033717","High Sierra",1
"417",1941,1331,"0034328","Two-Faced Woman",2
"418",1941,2867,"0033627","49th Parallel",0
"419",1941,3717,"0033891","Meet John Doe",3
"420",1941,1117,"0033563","Dumbo",2
"421",1941,1682,"0033533","The Devil and Miss Jones",3
"422",1942,3875,"0035415","Tales of Manhattan",2
"423",1942,681,"0035019","The Major and the Minor",3
"424",1942,689,"0035140","Now, Voyager",3
"425",1942,3789,"0034591","There Was a Father",0
"426",1942,1388,"0035360","Son of Fury: The Story of Benjamin Blake",1
"427",1942,1116,"0034492","Bambi",1
"428",1942,3518,"0034521","Black Dragons",0
"429",1942,5303,"0035446","To Be or Not to Be",0
"430",1942,1076,"0034583","Casablanca",1
"431",1942,5859,"0035317","Sherlock Holmes and the Secret Weapon",1
"432",1942,4870,"0035567","Woman of the Year",3
"433",1942,7697,"0034613","The Corpse Vanishes",1
"434",1942,2708,"0034587","Cat People",3
"435",1942,1289,"0035015","The Magnificent Ambersons",2
"436",1942,5939,"0035279","Saboteur",1
"437",1942,1686,"0034882","I Married an Angel",3
"438",1942,7696,"0036326","Saludos Amigos",0
"439",1942,1675,"0034746","For Me and My Gal",3
"440",1942,4475,"0033874","The Man Who Came to Dinner",3
"441",1942,6384,"0035093","Mrs. Miniver",3
"442",1943,8090,"0036341","The Seventh Victim",3
"443",1943,3890,"0035753","Le Corbeau: The Raven",3
"444",1943,1374,"0036230","Old Acquaintance",3
"445",1943,5554,"0035881","Fires Were Started",0
"446",1943,6781,"0036969","Jane Eyre",3
"447",1943,3753,"0036506","Day of Wrath",3
"448",1943,4617,"0036342","Shadow of a Doubt",3
"449",1943,1988,"0035957","Guadalcanal Diary",0
"450",1943,1691,"0035942","Girl Crazy",1
"451",1943,3839,"0036112","The Life and Death of Colonel Blimp",2
"452",1943,1959,"0036363","The Sky&#39;s the Limit",1
"453",1943,8501,"0035735","China",3
"454",1943,6315,"0036367","So Proudly We Hail!",3
"455",1943,5209,"0035770","Cry ’Havoc&#39;",3
"456",1943,1955,"0036027","I Walked with a Zombie",3
"457",1943,1987,"0036323","Sahara",0
"458",1943,8801,"0035160","Ossessione",1
"459",1943,2407,"0036418","Tender Comrade",3
"460",1943,7834,"0035636","Angels of Sin",3
"461",1943,1375,"0036515","Watch on the Rhine",3
"462",1943,7475,"0035017","La main du diable",1
"463",1943,7410,"0036172","The More the Merrier",1
"464",1943,4699,"0036400","Judo Saga (Sanshiro Sugata)",0
"465",1943,6310,"0036244","The Ox-Bow Incident",1
"466",1944,5983,"0037017","Lifeboat",3
"467",1944,4698,"0036947","The Most Beautiful (Ichiban utsukushiku)",3
"468",1944,2181,"0037469","Window in the Window",1
"469",1944,3134,"0036723","Cover Girl",3
"470",1944,6319,"0038166","The Three Caballeros",0
"471",1944,201,"0036613","Arsenic and Old Lace",3
"472",1944,1376,"0037094","Mr. Skeffington",2
"473",1944,1416,"0036775","Double Indemnity",3
"474",1944,2045,"0036914","Torment",0
"475",1944,3279,"0036940","I’ll Be Seeing You",3
"476",1944,9270,"0037415","The Uninvited",3
"477",1944,6515,"0036695","A Canterbury Tale",3
"478",1944,1676,"0037059","Meet Me in St. Louis",3
"479",1944,6420,"0037076","Minstrel Man",1
"480",1944,1683,"0036891","Hail the Conquering Hero",2
"481",1944,2715,"0037008","Laura",3
"482",1944,3245,"0037382","To Have and Have Not",3
"483",1944,4222,"0037120","National Velvet",3
"484",1944,3154,"0037280","Since You Went Away",3
"485",1945,5677,"0037843","Keep Your Powder Dry",3
"486",1945,4428,"0038890","Rome, Open City",3
"487",1945,6848,"0037365","Thin Man Goes Home",2
"488",1945,1213,"0037800","I Know Where I’m Going",3
"489",1945,2434,"0037671","The Enchanted Cottage",3
"490",1945,6017,"0037514","Anchors Aweigh",0
"491",1945,3999,"0037638","Detour",1
"492",1945,7185,"0037635","Dead of Night",3
"493",1945,1280,"0038924","The Seventh Veil",3
"494",1945,5856,"0038259","The Woman in Green",3
"495",1945,9005,"0038250","The Wicked Lady",3
"496",1945,7835,"0037630","Les dames du Bois de Boulogne",3
"497",1945,794,"0037913","Mildred Pierce",3
"498",1945,1544,"0037558","Brief Encounter",3
"499",1945,3271,"0037954","Objective, Burma!",0
"500",1945,5129,"0037674","Children of Paradise",2
"501",1945,4252,"0038109","Spellbound",3
"502",1945,5081,"0038057","Scarlet Street",3
"503",1945,6945,"0038017","The Red Dragon",1
"504",1945,1639,"0037508","Along Came Jones",0
"505",1945,2004,"0037820","Isle of the Dead",3
"506",1945,3583,"0037884","The Lost Weekend",2
"507",1946,1231,"0038733","Stairway to Heaven",0
"508",1946,5872,"0039017","Terror by Night",1
"509",1946,1381,"0038474","Devotion",3
"510",1946,2809,"0038559","Gilda",0
"511",1946,1377,"0038461","Deception",0
"512",1946,4002,"0038494","Dressed to Kill",3
"513",1946,1424,"0038854","The Postman Always Rings Twice",1
"514",1946,9182,"0038574","Great Expectations",2
"515",1946,8354,"0039112","The Years Between",3
"516",1946,2235,"0038650","It’s a Wonderful Life",3
"517",1946,3145,"0038990","The Strange Woman",3
"518",1946,1680,"0039054","Two Sisters from Boston",3
"519",1946,4900,"0038499","Duel in the sun",2
"520",1946,2654,"0038661","The Jolson Story",1
"521",1946,1268,"0038348","Beauty and the Beast",3
"522",1946,8052,"0038718","Make Mine Music",1
"523",1946,3982,"0036868","The Best Years of Our Lives",2
"524",1946,5961,"0038453","The Dark Corner",1
"525",1946,7671,"0038991","The Stranger",3
"526",1946,786,"0038589","The Harvey Girls",3
"527",1946,5497,"0038409","The Chase",1
"528",1946,3783,"0038762","My Darling Clementine",1
"529",1946,622,"0038787","Notorious",2
"530",1946,5646,"0038969","Song of the South",2
"531",1946,971,"0038355","The Big Sleep",1
"532",1947,2330,"0039694","The Paradine Case",2
"533",1947,8619,"0039204","Body and Soul",3
"534",1947,2287,"0039349","The Egg and I",3
"535",1947,5779,"0039236","Calendar Girl",2
"536",1947,1681,"0039819","The Shocking Miss Pilgrim",3
"537",1947,3047,"0039420","The Ghost and Mrs. Muir",3
"538",1947,8729,"0039938","The Unfinished Dance",3
"539",1947,8053,"0039404","Fun &amp; Fancy Free",1
"540",1947,6550,"0039689","Build My Gallows High",2
"541",1947,7432,"0039650","Nada",3
"542",1947,3112,"0039441","Gunfighters",2
"543",1947,1211,"0039192","Black Narcissus",3
"544",1947,8756,"0040525","The Lady from Shanghai",0
"545",1947,8646,"0039324","Dishonored Lady",3
"546",1947,1278,"0039677","Odd Man Out",2
"547",1947,1679,"0039431","Good News",2
